GC_Run ,Date,Plot,DATE_ID,Time_mins ,Chamber_Temp_C,Surface_Area_m2,Height_m,Volume_m3,Sample_CH4_Peak,Sample_CH4_ppm,Sample_CO2_Peak,Sample_CO2_ppm,Sample_N2O_Peak,Sample_N2O_ppm,Sample_Gas1_Peak,Sample_Gas1_ppm,Sample_Gas2_Peak,Sample_Gas2_ppm,Sample_Gas3_Peak,Sample_Gas3_ppm
,28-Aug-24,301,45532301,45,29.3,0.068349275,,0.073413956,,2.518755154,,1154.713395,,0.355040695,,,,,,
,28-Aug-24,301,45532301,60,32.8,0.068349275,,0.073413956,,2.395656174,,1290.689696,,0.396836989,,,,,,
,28-Aug-24,302,45532302,0,27.5,0.068349275,,0.073601917,,2.411394856,,463.0301072,,0.357862465,,,,,,
,28-Aug-24,302,45532302,15,27,0.068349275,,0.073601917,,2.487277789,,686.0632895,,0.342238567,,,,,,
,28-Aug-24,302,45532302,30,27.9,0.068349275,,0.073601917,,2.572154255,,840.167475,,0.355855031,,,,,,
,28-Aug-24,302,45532302,45,30.8,0.068349275,,0.073601917,,2.574402638,,960.0274942,,0.384091676,,,,,,
,28-Aug-24,302,45532302,60,29.4,0.068349275,,0.073601917,,2.478846352,,1066.038648,,0.359396448,,,,,,
,28-Aug-24,303,45532303,0,24.48,0.068349275,,0.074507545,,2.411394856,,463.0301072,,0.357862465,,,,,,
,28-Aug-24,303,45532303,15,26.02,0.068349275,,0.074507545,,2.423198868,,639.5011353,,0.363165122,,,,,,
,28-Aug-24,303,45532303,30,27.94,0.068349275,,0.074507545,,2.452427849,,750.8775152,,0.372312204,,,,,,
,28-Aug-24,303,45532303,45,31.96666667,0.068349275,,0.074507545,,2.438375454,,852.7424214,,0.354321048,,,,,,
,28-Aug-24,303,45532303,60,30.4,0.068349275,,0.074507545,,2.462545574,,966.6345918,,0.392405483,,,,,,
,28-Aug-24,304,45532304,0,28.1,0.068349275,,0.074456283,,2.411956952,,465.8801156,,0.336292017,,,,,,
,28-Aug-24,304,45532304,15,28.4,0.068349275,,0.074456283,,2.450179466,,622.0668674,,0.347313967,,,,,,
,28-Aug-24,304,45532304,30,31.4,0.068349275,,0.074456283,,2.415329526,,728.4688954,,0.346196621,,,,,,
,28-Aug-24,304,45532304,45,32.1,0.068349275,,0.074456283,,2.45636252,,675.8971152,,0.366365653,,,,,,
,28-Aug-24,304,45532304,60,31.8,0.068349275,,0.074456283,,2.423760963,,924.8184454,,0.351347773,,,,,,
,28-Aug-24,305,45532305,0,28.7,0.068349275,,0.073824052,,2.411956952,,465.8801156,,0.336292017,,,,,,
,28-Aug-24,305,45532305,15,30.1,0.068349275,,0.073824052,,2.450179466,,680.1646879,,0.340969717,,,,,,
,28-Aug-24,305,45532305,30,34.6,0.068349275,,0.073824052,,2.401839227,,841.950161,,0.351953791,,,,,,
,28-Aug-24,305,45532305,45,32.1,0.068349275,,0.073824052,,2.440061742,,911.7084071,,0.3912692,,,,,,
,28-Aug-24,305,45532305,60,34.8,0.068349275,,0.073824052,,2.383290066,,1092.772069,,0.360286537,,,,,,
,28-Aug-24,306,45532306,0,28.3,0.068349275,,0.075908705,,2.411956952,,465.8801156,,0.336292017,,,,,,
,28-Aug-24,306,45532306,15,27.6,0.068349275,,0.075908705,,2.426571442,,711.0546577,,0.349416091,,,,,,
,28-Aug-24,306,45532306,30,33,0.068349275,,0.075908705,,2.424323059,,958.3672785,,0.363543883,,,,,,
,28-Aug-24,306,45532306,45,30.7,0.068349275,,0.075908705,,2.423760963,,1107.800999,,0.379262471,,,,,,
,28-Aug-24,306,45532306,60,31.2,0.068349275,,0.075908705,,2.397904557,,1309.258817,,0.38015256,,,,,,
,5-Apr-24,101,45387101,0,22,0.068349275,,0.014947986,,2.068314974,,455.1886517,,0.342420977,,,,,,
,5-Apr-24,101,45387101,15,25.9,0.068349275,,0.014947986,,2.010901628,,517.7305679,,0.387282397,,,,,,
,5-Apr-24,101,45387101,30,24.8,0.068349275,,0.014947986,,2.068314974,,547.5005522,,0.391696509,,,,,,
,5-Apr-24,101,45387101,45,26.7,0.068349275,,0.014947986,,2.109324507,,585.9746936,,0.395039414,,,,,,
,5-Apr-24,101,45387101,60,27.7,0.068349275,,0.014947986,,2.055426264,,615.1137756,,0.356623707,,,,,,
,5-Apr-24,102,45387102,0,22,0.068349275,,0.015153034,,2.068314974,,455.1886517,,0.342420977,,,,,,
,5-Apr-24,102,45387102,15,26.3,0.068349275,,0.015153034,,2.155606694,,523.3478924,,0.343806158,,,,,,
,5-Apr-24,102,45387102,30,26.3,0.068349275,,0.015153034,,2.085304638,,559.3139105,,0.336104548,,,,,,
,5-Apr-24,102,45387102,45,27.3,0.068349275,,0.015153034,,2.097021647,,578.7732309,,0.387116175,,,,,,
,5-Apr-24,102,45387102,60,29.2,0.068349275,,0.015153034,,2.044295105,,606.6946715,,0.343695344,,,,,,
,5-Apr-24,103,45387103,0,22.1,0.068349275,,0.014901385,,2.068314974,,455.1886517,,0.342420977,,,,,,
,5-Apr-24,103,45387103,15,26.9,0.068349275,,0.014901385,,2.065971572,,524.3837192,,0.330674635,,,,,,
,5-Apr-24,103,45387103,30,26.8,0.068349275,,0.014901385,,2.054254563,,559.2261577,,0.338671751,,,,,,
,5-Apr-24,103,45387103,45,26.7,0.068349275,,0.014901385,,2.120455666,,582.5477472,,0.337120348,,,,,,
,5-Apr-24,103,45387103,60,28.8,0.068349275,,0.014901385,,2.133930227,,619.3046873,,0.34275342,,,,,,
,5-Apr-24,104,45387104,0,22.1,0.068349275,,0.01511886,,2.089405591,,453.2403108,,0.379802415,,,,,,
,5-Apr-24,104,45387104,15,26.9,0.068349275,,0.01511886,,2.077102731,,546.3867229,,0.341460584,,,,,,
,5-Apr-24,104,45387104,30,26.8,0.068349275,,0.01511886,,2.060698918,,598.3690556,,0.350122587,,,,,,
,5-Apr-24,104,45387104,45,26.7,0.068349275,,0.01511886,,2.061870619,,674.236775,,0.344563391,,,,,,
,5-Apr-24,104,45387104,60,28.8,0.068349275,,0.01511886,,2.053668713,,706.0158962,,0.407820025,,,,,,
,5-Apr-24,105,45387105,0,22,0.068349275,,0.014845463,,2.089405591,,453.2403108,,0.379802415,,,,,,
,5-Apr-24,105,45387105,15,24.5,0.068349275,,0.014845463,,2.034921498,,567.1766735,,0.397144891,,,,,,
,5-Apr-24,105,45387105,30,26.9,0.068349275,,0.014845463,,2.030820544,,664.3000641,,0.356051165,,,,,,
,5-Apr-24,105,45387105,45,26.9,0.068349275,,0.014845463,,2.08764804,,725.3920522,,0.408706541,,,,,,
,5-Apr-24,105,45387105,60,28.1,0.068349275,,0.014845463,,1.992154413,,806.2932246,,0.418587504,,,,,,
,5-Apr-24,106,45387106,0,22,0.068349275,,0.015358082,,2.089405591,,453.2403108,,0.379802415,,,,,,
,5-Apr-24,106,45387106,15,27.1,0.068349275,,0.015358082,,2.115183012,,549.0818227,,0.421893471,,,,,,
,5-Apr-24,106,45387106,30,28.4,0.068349275,,0.015358082,,2.07475933,,568.0748489,,0.343178209,,,,,,
,5-Apr-24,106,45387106,45,29.8,0.068349275,,0.015358082,,2.111082059,,610.538587,,0.392878531,,,,,,
,5-Apr-24,106,45387106,60,31.3,0.068349275,,0.015358082,,2.117526414,,652.0473684,,0.352265002,,,,,,
,5-Apr-24,201,45387201,0,21.7,0.068349275,,0.014975326,,2.022618638,,490.6206971,,0.347869358,,,,,,
,5-Apr-24,201,45387201,15,28.8,0.068349275,,0.014975326,,2.060113068,,519.9840361,,0.334608552,,,,,,
,5-Apr-24,201,45387201,30,28,0.068349275,,0.014975326,,2.01324503,,532.2636886,,0.33889338,,,,,,
,5-Apr-24,201,45387201,45,29.2,0.068349275,,0.014975326,,2.097607498,,534.1168207,,0.33566129,,,,,,
,5-Apr-24,201,45387201,60,31.4,0.068349275,,0.014975326,,2.122799068,,541.8155491,,0.334627021,,,,,,
,5-Apr-24,202,45387202,0,21.7,0.068349275,,0.013977427,,2.022618638,,490.6206971,,0.347869358,,,,,,
,5-Apr-24,202,45387202,15,28.5,0.068349275,,0.013977427,,2.032578096,,492.484153,,0.329917403,,,,,,
,5-Apr-24,202,45387202,30,27.9,0.068349275,,0.013977427,,2.186070919,,481.6056771,,0.393451073,,,,,,
,5-Apr-24,202,45387202,45,29.4,0.068349275,,0.013977427,,2.12514247,,484.3891033,,0.380356488,,,,,,
,5-Apr-24,202,45387202,60,31.4,0.068349275,,0.013977427,,2.08764804,,474.1633245,,0.404421712,,,,,,
,5-Apr-24,203,45387203,0,21.7,0.068349275,,0.013293934,,2.022618638,,490.6206971,,0.347869358,,,,,,
,5-Apr-24,203,45387203,15,28,0.068349275,,0.013293934,,2.074173479,,533.2616613,,0.338431653,,,,,,
,5-Apr-24,203,45387203,30,28.2,0.068349275,,0.013293934,,2.079446133,,597.378539,,0.354019565,,,,,,
,5-Apr-24,203,45387203,45,30.1,0.068349275,,0.013293934,,2.067143273,,631.7472273,,0.349937896,,,,,,
,5-Apr-24,203,45387203,60,31.6,0.068349275,,0.013293934,,2.065385722,,670.5660708,,0.351877151,,,,,,
,5-Apr-24,204,45387204,0,22.3,0.068349275,,0.013882359,,2.044880956,,450.1896115,,0.333555813,,,,,,
,5-Apr-24,204,45387204,15,26.6,0.068349275,,0.013882359,,2.048396058,,542.3730373,,0.337341977,,,,,,
,5-Apr-24,204,45387204,30,27.8,0.068349275,,0.013882359,,2.114011311,,561.0041551,,0.391160905,,,,,,
,5-Apr-24,204,45387204,45,29.2,0.068349275,,0.013882359,,2.06304232,,585.122402,,0.347333755,,,,,,
,5-Apr-24,204,45387204,60,30.3,0.068349275,,0.013882359,,2.070658376,,611.1643273,,0.404735687,,,,,,
,5-Apr-24,205,45387205,0,22.3,0.068349275,,0.013997932,,2.044880956,,450.1896115,,0.333555813,,,,,,
,5-Apr-24,205,45387205,15,24.2,0.068349275,,0.013997932,,2.053082862,,514.3569614,,0.336695559,,,,,,
,5-Apr-24,205,45387205,30,25.3,0.068349275,,0.013997932,,2.081203685,,539.6125531,,0.350307278,,,,,,
,5-Apr-24,205,45387205,45,26,0.068349275,,0.013997932,,2.06245647,,562.9863353,,0.367169557,,,,,,
,5-Apr-24,205,45387205,60,27.3,0.068349275,,0.013997932,,2.070658376,,577.5945907,,0.359227849,,,,,,
,5-Apr-24,206,45387206,0,22.3,0.068349275,,0.013492147,,2.044880956,,450.1896115,,0.333555813,,,,,,
,5-Apr-24,206,45387206,15,25.3,0.068349275,,0.013492147,,2.092920694,,504.0784162,,0.393137098,,,,,,
,5-Apr-24,206,45387206,30,26.1,0.068349275,,0.013492147,,2.040194152,,519.1965554,,0.393691171,,,,,,
,5-Apr-24,206,45387206,45,27.7,0.068349275,,0.013492147,,2.061870619,,529.733197,,0.37991323,,,,,,
,5-Apr-24,206,45387206,60,28.8,0.068349275,,0.013492147,,2.078860283,,532.0881831,,0.345819289,,,,,,
,5-Apr-24,301,45387301,0,22.9,0.068349275,,0.014901385,,2.021446937,,452.4620068,,0.340537129,,,,,,
,5-Apr-24,301,45387301,15,23.8,0.068349275,,0.014901385,,2.080617834,,458.9666093,,0.380541179,,,,,,
,5-Apr-24,301,45387301,30,26.4,0.068349275,,0.014901385,,2.013830881,,458.698189,,0.335975264,,,,,,
,5-Apr-24,301,45387301,45,26.5,0.068349275,,0.014901385,,2.068314974,,447.6660024,,0.329123232,,,,,,
,5-Apr-24,301,45387301,60,28.1,0.068349275,,0.014901385,,2.132758526,,474.1076904,,0.335679759,,,,,,
,5-Apr-24,302,45387302,0,22.9,0.068349275,,0.015250301,,2.021446937,,452.4620068,,0.340537129,,,,,,
,5-Apr-24,302,45387302,15,24.1,0.068349275,,0.015250301,,1.978679852,,472.9755075,,0.332576952,,,,,,
,5-Apr-24,302,45387302,30,26.6,0.068349275,,0.015250301,,2.057183815,,514.4579058,,0.333685097,,,,,,
,5-Apr-24,302,45387302,45,27.8,0.068349275,,0.015250301,,2.0999509,,540.6999992,,0.329455675,,,,,,
,5-Apr-24,302,45387302,60,29.3,0.068349275,,0.015250301,,2.07475933,,528.315961,,0.322769865,,,,,,
,5-Apr-24,303,45387303,0,22.9,0.068349275,,0.014803401,,2.021446937,,452.4620068,,0.340537129,,,,,,
,5-Apr-24,303,45387303,15,26.9,0.068349275,,0.014803401,,2.058355516,,464.1423021,,0.343861566,,,,,,
,5-Apr-24,303,45387303,30,27.8,0.068349275,,0.014803401,,2.048981909,,548.9717016,,0.351526238,,,,,,
,5-Apr-24,303,45387303,45,28,0.068349275,,0.014803401,,2.066557423,,631.5212496,,0.346170202,,,,,,
,5-Apr-24,303,45387303,60,28.1,0.068349275,,0.014803401,,2.041951703,,640.45712,,0.401448189,,,,,,
,5-Apr-24,304,45387304,0,21.6,0.068349275,,0.015329165,,2.078274432,,450.0318859,,0.324099639,,,,,,
,5-Apr-24,304,45387304,15,26.3,0.068349275,,0.015329165,,2.007972376,,456.8433363,,0.377401433,,,,,,
,5-Apr-24,304,45387304,30,27.4,0.068349275,,0.015329165,,2.044295105,,484.940856,,0.375905437,,,,,,
,5-Apr-24,304,45387304,45,30.1,0.068349275,,0.015329165,,2.058941367,,488.5966479,,0.343344431,,,,,,
,5-Apr-24,304,45387304,60,31.7,0.068349275,,0.015329165,,2.126314171,,501.0764685,,0.339576737,,,,,,
,5-Apr-24,305,45387305,0,21.6,0.068349275,,0.014619384,,2.078274432,,450.0318859,,0.324099639,,,,,,
,5-Apr-24,305,45387305,15,25.5,0.068349275,,0.014619384,,2.060113068,,458.5502138,,0.322954556,,,,,,
,5-Apr-24,305,45387305,30,22.5,0.068349275,,0.014619384,,2.053668713,,462.1021936,,0.337452791,,,,,,
,5-Apr-24,305,45387305,45,26.9,0.068349275,,0.014619384,,2.089991442,,457.5791978,,0.348922096,,,,,,
,5-Apr-24,305,45387305,60,30.1,0.068349275,,0.014619384,,2.119283965,,457.5338876,,0.343399838,,,,,,
,5-Apr-24,306,45387306,0,21.6,0.068349275,,0.015329165,,2.078274432,,450.0318859,,0.324099639,,,,,,
,5-Apr-24,306,45387306,15,23.3,0.068349275,,0.015329165,,2.054254563,,457.7948517,,0.330305254,,,,,,
,5-Apr-24,306,45387306,30,22.9,0.068349275,,0.015329165,,2.101708451,,468.2724178,,0.374298626,,,,,,
,5-Apr-24,306,45387306,45,24.3,0.068349275,,0.015329165,,2.073001778,,471.4882988,,0.396332251,,,,,,
,5-Apr-24,306,45387306,60,27.8,0.068349275,,0.015329165,,2.057769666,,477.705554,,0.40588077,,,,,,
,16-May-24,101,45428101,0,29.1,0.068349275,,0.012555762,,2.210294827,,428.0313106,,0.331850521,,,,,,
,16-May-24,101,45428101,15,32.3,0.068349275,,0.012555762,,2.050084619,,731.5232631,,0.392276514,,,,,,
,16-May-24,101,45428101,30,35.4,0.068349275,,0.012555762,,2.101538992,,1049.541096,,0.332143946,,,,,,
,16-May-24,101,45428101,45,32.4,0.068349275,,0.012555762,,2.08341302,,1199.99025,,0.430597823,,,,,,
,16-May-24,101,45428101,60,33.4,0.068349275,,0.012555762,,2.044237531,,1657.179827,,0.349338652,,,,,,
,16-May-24,102,45428102,0,27,0.068349275,,0.011667221,,2.210294827,,428.0313106,,0.331850521,,,,,,
,16-May-24,102,45428102,15,29.2,0.068349275,,0.011667221,,2.765768175,,771.4413366,,0.315809953,,,,,,
,16-May-24,102,45428102,30,30.1,0.068349275,,0.011667221,,2.019095053,,908.0414249,,0.33711261,,,,,,
,16-May-24,102,45428102,45,31.8,0.068349275,,0.011667221,,2.336591925,,1332.126287,,0.352272903,,,,,,
,16-May-24,102,45428102,60,32.3,0.068349275,,0.011667221,,2.151823948,,1641.139663,,0.479658487,,,,,,
,16-May-24,103,45428103,0,27.6,0.068349275,,0.011393824,,2.210294827,,428.0313106,,0.331850521,,,,,,
,16-May-24,103,45428103,15,29.1,0.068349275,,0.011393824,,1.984012526,,843.9626212,,0.327586077,,,,,,
,16-May-24,103,45428103,30,30.4,0.068349275,,0.011393824,,2.045406949,,1277.707988,,0.449905189,,,,,,
,16-May-24,103,45428103,45,31.4,0.068349275,,0.011393824,,2.005646751,,1410.463422,,0.425159679,,,,,,
,16-May-24,103,45428103,60,32.4,0.068349275,,0.011393824,,2.244207936,,1872.598395,,0.468801761,,,,,,
,16-May-24,104,45428104,0,29,0.068349275,,0.012077317,,2.031373938,,458.0677535,,0.355481016,,,,,,
,16-May-24,104,45428104,15,31.9,0.068349275,,0.012077317,,2.074057679,,646.8559475,,0.347284677,,,,,,
,16-May-24,104,45428104,30,35.1,0.068349275,,0.012077317,,2.120249673,,991.9201403,,0.336486636,,,,,,
,16-May-24,104,45428104,45,36.2,0.068349275,,0.012077317,,2.052423454,,1152.715166,,0.433669005,,,,,,
,16-May-24,104,45428104,60,37.3,0.068349275,,0.012077317,,2.062948212,,1313.199272,,0.433629881,,,,,,
,16-May-24,105,45428105,0,27.2,0.068349275,,0.011393824,,2.031373938,,458.0677535,,0.355481016,,,,,,
,16-May-24,105,45428105,15,28.1,0.068349275,,0.011393824,,2.172873464,,828.0244681,,0.393880571,,,,,,
,16-May-24,105,45428105,30,29.7,0.068349275,,0.011393824,,2.054762289,,925.9788719,,0.342413822,,,,,,
,16-May-24,105,45428105,45,30.6,0.068349275,,0.011393824,,2.793249488,,1063.401768,,0.412522841,,,,,,
,16-May-24,105,45428105,60,31.3,0.068349275,,0.011393824,,2.123173217,,464.4394718,,0.308904684,,,,,,
,16-May-24,106,45428106,0,27.4,0.068349275,,0.011086252,,2.031373938,,458.0677535,,0.355481016,,,,,,
,16-May-24,106,45428106,15,28.3,0.068349275,,0.011086252,,2.193338272,,659.6195422,,0.315203541,,,,,,
,16-May-24,106,45428106,30,30.2,0.068349275,,0.011086252,,2.689756033,,1065.530561,,0.406654341,,,,,,
,16-May-24,106,45428106,45,31.1,0.068349275,,0.011086252,,2.364657947,,1247.464469,,0.446521021,,,,,,
,16-May-24,106,45428106,60,31.9,0.068349275,,0.011086252,,2.144807443,,1577.694915,,0.375883836,,,,,,
,16-May-24,201,45428201,0,26.1,0.068349275,,0.010773799,,2.282214008,,503.9812651,,0.358239212,,,,,,
,16-May-24,201,45428201,15,29.1,0.068349275,,0.010773799,,2.438331254,,761.6721014,,0.382515242,,,,,,
,16-May-24,201,45428201,30,31.2,0.068349275,,0.010773799,,2.119664965,,939.8627552,,0.39374364,,,,,,
,16-May-24,201,45428201,45,32.5,0.068349275,,0.010773799,,2.041898696,,1228.395127,,0.336701815,,,,,,
,16-May-24,201,45428201,60,32.6,0.068349275,,0.010773799,,2.492709171,,1445.867355,,0.444173621,,,,,,
,16-May-24,202,45428202,0,27.1,0.068349275,,0.011457291,,2.282214008,,503.9812651,,0.358239212,,,,,,
,16-May-24,202,45428202,15,29.2,0.068349275,,0.011457291,,2.326067167,,745.8903244,,0.32609939,,,,,,
,16-May-24,202,45428202,30,31.8,0.068349275,,0.011457291,,2.026696267,,953.5481141,,0.341259683,,,,,,
,16-May-24,202,45428202,45,32.7,0.068349275,,0.011457291,,2.279290464,,1028.520718,,0.427037599,,,,,,
,16-May-24,202,45428202,60,33.4,0.068349275,,0.011457291,,2.221404294,,1428.493717,,0.499494019,,,,,,
,16-May-24,203,45428203,0,26.3,0.068349275,,0.010358821,,2.282214008,,503.9812651,,0.358239212,,,,,,
,16-May-24,203,45428203,15,30.1,0.068349275,,0.010358821,,2.300924689,,728.5716628,,0.327468707,,,,,,
,16-May-24,203,45428203,30,32.1,0.068349275,,0.010358821,,2.048915201,,988.8970711,,0.395093395,,,,,,
,16-May-24,203,45428203,45,33.7,0.068349275,,0.010358821,,2.207955992,,1030.481528,,0.342531192,,,,,,
